disease,phrase,count
support devices,"right chest tube, right axillary picc line",1
support devices,thoracic inlet and upper airway,1
support devices,upper esophagus and low svc,1
support devices,left heart shadow,1
support devices,"endotracheal tube 6 cm from carina, ng tube at ge junction",1
support devices,"right hilus, right atrial, left ventricular, right ventricular",1
support devices,"left trans subclavian, right ventricular",1
support devices,right internal jugular central venous catheter terminating in low svc,1
support devices,intra-aortic (15mm above standard placement),1
support devices,"right atrial/ventricular pacer leads, left pectoral generator",1
support devices,mid portion of nondistended stomach,1
support devices,nasogastric tube terminating in distal esophagus,1
support devices,"et tube above carina, enteric tube in distal esophagus",1
support devices,junction between left brachiocephalic vein and superior vena cava (left ij line),1
support devices,right port and right upper mid hemi thorax,1
support devices,right internal jugular central venous catheter tip over mid svc,1
support devices,stomach with tip at ge junction,1
support devices,endotracheal tube (high positioning),1
support devices,right chest tube and et tube,1
support devices,right subclavian picc line at cavoatrial junction or upper portion of right atrium,1
support devices,endotracheal tube standard position,1
support devices,"right supraclavicular, low svc and upper right atrium",1
support devices,"left subclavian vein, azygos vein, esophagus",1
support devices,above the carina (approx 4cm),1
support devices,"et tube in standard position, dobhoff tube tip in stomach",1
support devices,right internal jugular vein to lower svc,1
support devices,left sided,1
support devices,"et tube in standard position, ng tube tip below diaphragm",1
support devices,midline sternal,1
support devices,"right internal jugular, tip at low superior vena cava",1
support devices,right internal jugular vein and cavoatrial junction,1
support devices,gastric tube,1
support devices,left picc terminating in mid svc,1
support devices,"dobbhoff tube tip in stomach, left picc line tip at low svc",1
support devices,"et tube 2 cm from carina, ng tube at ge junction region",1
support devices,"nasogastric tube tip in proximal stomach, side-port at/above ge junction",1
support devices,stomach region,1
support devices,"right internal jugular central line, surgical clips post median sternotomy",1
support devices,aorta,1
support devices,"right atrium, right ventricular apex, right subclavian, upper to mid svc",1
support devices,et and ng tube,1
support devices,orogastric tube and right chest tube in place,1
support devices,"gastroesophageal junction, low svc",1
support devices,endotracheal tube tip 5.7 cm above carina; nasogastric tube tip in stomach,1
support devices,"left subclavian catheter (svc lower portion), right chest tube",1
support devices,multiple airways,1
support devices,"left internal jugular, esophagus",1
support devices,"orogastric tube (position satisfactory), endotracheal tube (somewhat low)",1
support devices,nasogastric tube extending to mid body of stomach,1
support devices,"stomach, possible hypopharynx",1
support devices,right internal jugular vein (ij) to low superior vena cava (svc),1
support devices,"nasogastric tube tip over stomach, endotracheal tube tip 4.5cm above carina",1
support devices,nasogastric tube tip below ge junction,1
support devices,et tube 3.1 cm above carina; ng tube removed,1
support devices,right port-a-cath central line distal end,1
support devices,left subclavian catheter tip at cavoatrial junction,1
support devices,"right pigtail catheter, feeding tube",1
support devices,"endotracheal tube (thoracic inlet), upper enteric drainage tube (stomach)",1
support devices,"et tube (standard), upper enteric tube (stomach), right jugular line (superior cavoatrial junction)",1
support devices,"right supraclavicular, superior cavoatrial junction",1
support devices,mid open line central to axillary vein,1
support devices,et tube tip,1
support devices,"right internal jugular, cavoatrial junction; endotracheal tube tip at carina",1
support devices,left mid zone,1
support devices,atrial junction,1
support devices,left axilla and left subclavian vein,1
support devices,"endotracheal tube (appropriate position), nasogastric tube (near gastroesophageal junction)",1
support devices,"tracheostomy tube, right subclavian central line, cervical spine hardware",1
support devices,"cavoatrial junction, subclavian region",1
support devices,sternum and right pectoral,1
support devices,low svc just above cavoatrial junction,1
support devices,"right internal jugular vein, upper right atrium",1
support devices,"et tube tip above carina, ng tube in stomach, right subclavian line tip at cavoatrial junction",1
support devices,"endotracheal tube (standard placement), nasogastric tube (partial placement)",1
support devices,"et tube in standard placement, feeding tube into stomach, right internal jugular line in svc",1
support devices,"et tube in standard placement, nasogastric tube to upper stomach",1
support devices,"aortic apex, standard placement",1
support devices,"et tube in standard placement, esophageal drainage tube into stomach, right jugular line at superior cavoatrial junction",1
support devices,above cavoatrial junction,1
support devices,"left internal jugular line (svc origin), nasogastric tube (upper stomach)",1
support devices,"left axillary generator (pacer leads), right upper svc (pic line)",1
support devices,left subclavian picc line,1
support devices,"right supraclavicular hemodialysis catheters (svc, upper right atrium)",1
support devices,right internal jugular vein to right atrium,1
support devices,left pic line,1
support devices,hiatal,1
support devices,right central venous infusion catheter in low svc,1
support devices,"ng tube tip in stomach, et tube tip 6cm above carinal",1
support devices,right superior svc (picc line tip),1
support devices,"endotracheal tube (2-3cm above carinal), nasogastric tube (middle stomach)",1
support devices,clavicular heads level (above carina); stomach (ng tube),1
support devices,left and right main bronchus,1
support devices,"right internal jugular line at mid svc, ng tube in oropharynx/stomach, et tube obscured by spinal hardware",1
support devices,"et tube (above clavicles), other lines/tubes in standard positions",1
support devices,"right pic line at superior cavoatrial junction, esophageal drainage tube in upper stomach",1
support devices,right-sided central venous line with distal lead tip in cavoatrial junction,1
support devices,"tracheostomy tube (midline), left subclavian line (upper svc)",1
support devices,right internal jugular introducer catheter tip at proximal svc near brachiocephalic vein confluence,1
support devices,"stomach (nasogastric tube), svc (left internal jugular infusion port)",1
support devices,"right internal jugular vein, mid to lower superior vena cava",1
support devices,"left 6th lateral rib, midline",1
support devices,et tube in standard position,1
support devices,"endotracheal tube (standard placement), nasogastric tube (below diaphragm)",1
support devices,"et tube (standard placement), nasogastric tube (mid stomach)",1
support devices,right pic line at upper right atrium,1
support devices,left jugular,1
support devices,thoracic inlet (ett) and stomach (ngt),1
support devices,"median sternotomy, diaphragm level",1
support devices,thoracic inlet and below diaphragm,1
support devices,"right picc line, sternal wires, tracheostomy tube",1
support devices,"right picc line (cavoatrial junction), pacemaker defibrillator leads",1
support devices,"et tube tip above carina, right ij catheter in subclavian-ij junction, iabp tip inferior to aortic arch",1
support devices,right internal jugular vein sheath,1
support devices,"left pectoral generator, left subclavian vein, right atrial/ventricular pacer leads",1
support devices,above the carina (approximately 4.2 cm),1
support devices,"carina level, mid svc",1
support devices,bilateral pleural drains; proximal right pulmonary artery,1
support devices,right internal jugular vein catheter tip in lower superior vena cava,1
support devices,"left pectoral generator, lower cervical spine",1
support devices,"carina level, towards right main bronchus",1
support devices,"et tube, ng tube, right picc line",1
support devices,middle esophagus,1
support devices,"dobhoff tube (proximal stomach), right internal jugular line (right atrium)",1
support devices,left subclavian approach with leads to right atrium and right ventricular apex,1
support devices,"left internal jugular vein, tip in mid superior vena cava",1
support devices,right internal jugular (tip in distal svc),1
support devices,right atrium (right sided port-a-cath),1
support devices,right internal jugular central line tip in pulmonary outflow tract,1
support devices,"tracheostomy tube, right upper pleural tube, left pic line",1
support devices,"below diaphragm, stomach termination, ge junction side port",1
support devices,right costophrenic sinus,1
support devices,"standard position (et tube), right upper quadrant abdomen (catheter)",1
support devices,left and right pectoral,1
support devices,gastric fundus and ge junction region,1
support devices,"esophageal stent, nasogastric tube tip over upper esophagus",1
support devices,endotracheal tube 6.5 cm above the carina,1
support devices,left subclavian picc line tip at distal svc near cavoatrial junction; nasogastric tube tip in stomach area,1
support devices,nasogastric tube in hiatal hernia,1
support devices,"right picc, mid svc",1
support devices,medial right brachiocephalic vein,1
support devices,"upper enteric drainage tube into stomach, left subclavian line in mid svc",1
support devices,mid to lower cervical spine,1
support devices,triple-lead pacer device and right subclavian picc line,1
support devices,left main bronchus,1
support devices,trachea and upper right atrium,1
support devices,pylorus versus first portion of the duodenum,1
support devices,standard positioning,1
support devices,"pericardial drainage catheter, left internal jugular line",1
support devices,right internal jugular catheter in right atrium,1
support devices,"right of t3 vertebral body, posteriorly",1
support devices,"endotracheal tube tip ~5-5.5cm above carina; nasogastric tube below diaphragm, tip in stomach",1
support devices,distal stomach or post pyloric location,1
support devices,"right jugular line (upper svc), left picc line (mid svc), upper enteric drainage tube (stomach)",1
support devices,"central mediastinum, right ventricle",1
support devices,"feeding tube (distal stomach), right pic line (upper svc)",1
support devices,right picc terminating in low svc,1
support devices,left pectoral with transvenous leads in right ventricle,1
support devices,tricsupid valve plane,1
support devices,right pulmonary artery proximal portion,1
support devices,right picc line and left chest wall port catheter,1
support devices,right brachiocephalic vein origin,1
support devices,right picc line tip at low svc,1
support devices,"right subclavian, tip in mid svc",1
support devices,"right jugular line, right pic line",1
support devices,enteric tube (uncertain positioning: deviated esophagus or left main stem bronchus),1
support devices,ductal tube below diaphragm; right internal jugular line tip at mid svc,1
support devices,left pleural drain and right internal jugular line,1
support devices,"endotracheal tube near carina, left internal jugular line in low svc, nasogastric tube in mid stomach",1
support devices,et tube 4.5 cm above carina,1
support devices,right subclavian picc line tip at mid svc,1
support devices,right ij vein to lower svc,1
support devices,"endotracheal tube (tip 3.6cm above carina), nasogastric tube (tip over middle stomach), right jugular vein catheter",1
support devices,"et tube tip above carinal, picc line tip at lower svc",1
support devices,left axillary generator with right ventricular pacer lead,1
support devices,endotracheal tube and esophageal tube in appropriate position,1
support devices,"right pulmonary artery, thoracic inlet, standard placement",1
support devices,left port-a-cath tip at svc-right atrium junction,1
support devices,"fundus of stomach, left-sided ij central line, endotracheal tube",1
support devices,"right subclavian, tip in distal svc",1
support devices,endotracheal tube tip ~1.3cm above carinal; right internal jugular vein catheter tip over right atrium,1
support devices,"right chest tube, endotracheal tube, nasogastric tube",1
support devices,right picc terminating in mid-to-upper svc,1
support devices,nasogastric tube and transvenous pacer defibrillator system,1
support devices,breast implants,1
support devices,"right central venous access line, vertebral fixation devices",1
support devices,"et tube at sternal notch (4.5cm above carina), ng tube into stomach",1
support devices,"et tube (standard placement), right ventricular pacer defibrillator lead (left axillary generator)",1
support devices,carina 1.8 cm above,1
support devices,"right atrium, right ventricle, left ventricle",1
support devices,"left internal jugular vein, pacemaker wires",1
support devices,right port-a-cath and right subclavian picc line,1
support devices,"et tube tip 7cm above carina, right internal jugular line tip at superior svc",1
support devices,"upper mediastinum, left of midline",1
support devices,endotracheal tube and ng tube in proper position,1
support devices,above gastroesophageal junction,1
support devices,endotracheal tube 5 cm above carina,1
support devices,nasogastric tube (tip at middle stomach),1
support devices,"endotracheal tube tip 6cm above carina, nasogastric tube tip at gastroesophageal junction",1
support devices,left cavoatrial junction (picc line tip),1
support devices,"left picc, mid to lower superior vena cava",1
support devices,left picc tip in azygos vein,1
support devices,aortic arch,1
support devices,et tube 4.3cm from carina; right ij central line within right atrium,1
support devices,lower thoracic vertebral body,1
support devices,"right supraclavicular, upper right atrium",1
support devices,left first rib,1
support devices,"upper drainage tube (pylorus region), et tube (standard placement)",1
support devices,"upper thoracic trachea (8.5 cm above carina), ge junction region",1
support devices,nasogastric tube tip in nondilated stomach,1
support devices,"right chest tube, feeding tube",1
support devices,right ij line in mid-to-lower svc,1
support devices,"right superior cavoatrial junction, possibly proximal right atrium",1
support devices,right atrium outflow tract,1
support devices,"left pacing device, left internal jugular central line, right internal jugular port-a-cath",1
support devices,"right ventricular outflow tract, bilateral thoracostomy tubes and mediastinal drains",1
support devices,right port-a-cath tip at mid svc,1
support devices,nasogastric tube tip in fundus,1
support devices,"right picc line, pericardial drain",1
support devices,"et tube 1.3 cm above carina, enteric tube in stomach",1
support devices,"right pic line, right internal jugular catheter, et tube",1
support devices,endotracheal tube 7.1 cm above carina,1
support devices,trachea (tip 3.5 cm above carina),1
support devices,"right internal jugular vein, stomach",1
support devices,"tracheostomy tube midline, feeding tube, right subclavian line in low svc",1
support devices,right venous access line,1
support devices,"tracheostomy tube midline, right subclavian line in low svc, esophageal drainage tube in stomach",1
support devices,"et tube (standard), ng tube (standard), pic line (upper svc)",1
support devices,"et tube 5.0cm above carina, left ij line mid svc, right ij line mid svc",1
support devices,"endotracheal tube, nasogastric tube, right picc line",1
support devices,nasogastric tube curled in intrathoracic stomach,1
support devices,feeding tube with tip terminating in proximal stomach,1
support devices,"lower thoracic trachea, gastroesophageal junction, innominate vein, proximal/mid svc",1
support devices,proximal stomach and gastroesophageal junction region,1
support devices,"midline, left pleural space, pulmonic valve region, upper stomach",1
support devices,left pigtail (very medial position),1
support devices,"left-sided picc, entrance to azygos vein",1
support devices,et tube and ng tube,1
support devices,nasogastric drainage tube in stomach,1
support devices,midportion of nondistended stomach,1
support devices,"endotracheal tube (tip 4cm above carina), feeding tube (tip over hiatal hernia)",1
support devices,upper aortic arch,1
support devices,right apical pleural tube,1
support devices,right (tip in svc),1
support devices,right mainstem bronchus origin,1
support devices,left lower lobe endobronchial,1
support devices,"upper enteric tube in stomach, endotracheal tube tip near carina",1
support devices,aortic stent and standard pacer leads,1
support devices,upper to midportion of svc,1
support devices,back of mouth/upper esophagus,1
support devices,orogastric tube tip in middle to distal stomach,1
support devices,right internal jugular central venous line (terminating at low svc/cavoatrial junction),1
support devices,right-sided internal jugular vein (terminating at upper svc),1
support devices,endotracheal tube tip 6cm above carina,1
support devices,abdominal portion of stomach,1
support devices,"endotracheal tube tip ~3cm above carina, right internal jugular central line, nasogastric tube",1
support devices,"endotracheal tube (slightly high position), enteric tube (advanced 6cm)",1
support devices,"left bronchus, low svc",1
support devices,"right picc, tip at right atrium",1
support devices,right subclavian central line at cavoatrial junction,1
support devices,"right internal jugular central line, endotracheal tube, nasogastric tube (tip at gastroesophageal junction)",1
support devices,endotracheal and gastric tubes,1
support devices,right atrial ventricular pacer leads with left pectoral generator,1
support devices,central catheter (standard position) and pacer lead tip (right ventricle),1
support devices,"right lower svc, cervical spine",1
support devices,left internal jugular to left brachiocephalic vein,1
support devices,endotracheal tube (low position),1
support devices,"left jugular line, origin of svc",1
support devices,mid-svc,1
support devices,"left hilus (bronchial stent), upper right atrium (central venous catheter)",1
support devices,"endotracheal tube tip ~5cm above carina, nasogastric tube tip in mid stomach",1
support devices,"nasogastric tube extends to upper stomach, side-hole at esophagogastric junction",1
support devices,"lower portion of stomach, tip at mid to lower stomach body",1
support devices,"stomach, below ge junction",1
support devices,proximal right mainstem bronchus (endotracheal tube),1
support devices,right paramedian chest and upper abdomen,1
support devices,inferior vena cava,1
support devices,right port-a-cath (tip over lower svc),1
support devices,svc/ra junction,1
support devices,"endotracheal tube tip 3.5cm above carina, nasogastric tube tip in distal esophagus",1
support devices,right ij catheter tip in ivc,1
support devices,"left picc, mid to lower svc",1
support devices,left pectoral and ecg leads,1
support devices,lateral left upper lung,1
support devices,"right ij, mid/lower svc",1
support devices,enteric tube in distal stomach,1
support devices,3 cm from carina,1
support devices,left subclavian infusion port (mid svc),1
support devices,"stomach, ge junction (sideport)",1
support devices,"left subclavian central line (tip mid svc), left-sided chest tube",1
support devices,1 cm from the carina,1
support devices,right-sided pacemaker and left-sided port-a-cath,1
support devices,right internal jugular central line,1
support devices,"proximal stomach, ge junction region",1
support devices,"level of clavicular heads, 7.5 cm from carina",1
support devices,"esophagogastric junction (dobbhoff tube), mid-lower svc (central catheter)",1
support devices,feeding tube and bilateral central venous access lines,1
support devices,"right-sided port-a-cath, tip at mid svc",1
support devices,feeding tube in mid stomach,1
support devices,"endotracheal tube (slightly high, 9 cm from carina), enteric tube tip in standard position",1
support devices,"right jugular line (right atrium), indwelling drainage catheter (right hemidiaphragm)",1
support devices,right-sided picc at proximal svc/svc-brachiocephalic junction,1
support devices,right internal jugular vein (tip at cardioesophageal junction),1
support devices,"endotracheal tube, right picc line, feeding tube",1
support devices,right picc line tip in mid-to-distal svc,1
support devices,"endotracheal tube, right subclavian line",1
support devices,tip 2.6 cm from carina,1
support devices,"picc line tip in svc, cavoatrial junction",1
support devices,high svc,1
support devices,"left pectoral generator with pacer leads in left trans subclavian, right atrial and right ventricular",1
support devices,nasogastric tube tip extending into small bowel,1
support devices,"right upper rib, trachea, nasogastric tube",1
support devices,"right picc line (lower svc), ng tube (proximal stomach)",1
support devices,right internal jugular to proximal-mid svc,1
support devices,"stomach, near gastroesophageal junction",1
support devices,"nasogastric tube tip in upper stomach, side port in lower esophagus",1
support devices,"right neck, chest and upper abdomen",1
support devices,ng tube tip (below upper svc level),1
support devices,"left/right pectoral regions, right/left ventricles, right atrium",1
support devices,right-sided (leads over right atrium and right ventricle),1
support devices,"thoracic inlet, right atrium, stomach",1
support devices,left picc line (tip at mid svc),1
support devices,"right lower lobe pulmonary artery, right atrium, right ventricle",1
support devices,left cavoatrial junction/right atrium,1
support devices,lateral defibrillator lead tip,1
support devices,"endotracheal tube tip 3cm above carina, nasogastric tube tip over proximal stomach, right internal jugular vein catheter tip over mid-lower svc",1
support devices,"tracheostomy tube, ng tube, hd catheter in standard positions",1
support devices,"endotracheal tube (4.6 cm above carina), right internal jugular vein catheter (tip at cavoatrial junction)",1
support devices,"right internal jugular vein, right subclavian vein",1
support devices,1.3 cm from the carina,1
support devices,endotracheal tube tip above carina; esophageal catheter in proximal stomach,1
support devices,right-sided picc line tip in mid svc,1
support devices,right first rib level (outside chest),1
support devices,"ng tube tip past ge junction, endotracheal tube in appropriate position",1
support devices,"left paramedian, 5th to 2nd anterior interspace",1
support devices,pulmonary outflow tract,1
support devices,proximal duodenum,1
support devices,"right supraclavicular, mid svc",1
support devices,right ventricular pacer lead,1
support devices,"thoracic inlet, right superior cavoatrial junction, stomach",1
support devices,"endogastric tube (appropriate position), et tube tip (2 cm above carina)",1
support devices,"et tube in standard position, ng tube tip in stomach",1
support devices,upper right mainstem bronchus,1
support devices,"endotracheal tube 6.6 cm above carina, orogastric tube to stomach",1
support devices,cervical spine and right shoulder,1
support devices,right central venous access catheter terminates in mid-to-lower svc,1
support devices,left great vessel,1
support devices,"et tube, nasogastric tube (standard placements); right subclavian line (near superior cavoatrial junction)",1
support devices,"endotracheal tube (standard placement), nasogastric tube (upper stomach), left internal jugular line (near superior cavoatrial junction)",1
support devices,"bilateral pleural drains, right supraclavicular infusion port",1
support devices,anterior wall of low right ventricle,1
support devices,left ventricular pacer lead,1
support devices,"nasogastric tube in upper stomach, side port above esophagogastric junction",1
support devices,right pic line at low svc,1
support devices,"et tube, 4.0 cm from carina",1
support devices,"et tube in standard placement, nasogastric tube in stomach",1
support devices,left internal jugular vein catheter to mid superior vena cava,1
support devices,right pic line in mid superior vena cava (svc),1
support devices,"left internal jugular vein, tip at junction of left brachiocephalic vein and high superior vena cava",1
support devices,right mid to lower svc,1
support devices,left-sided port-a-cath tip in right atrium (2-3 cm below cavo-atrial junction),1
support devices,endotracheal tube and left chest tube,1
support devices,"right ij central line, lower svc",1
support devices,"right jugular line, upper right atrium",1
support devices,"right ventricle, right atrium, lower svc",1
support devices,left mediport terminating in mid superior vena cava,1
support devices,right ij catheter to lower svc,1
support devices,right subclavian central venous line in upper svc,1
support devices,"right ij catheter tip in lower svc, sternal wires",1
support devices,"et tube tip 4.3 cm above carina, central venous line tip at cavoatrial junction",1
support devices,"right jugular line (mid svc), feeding tube (stomach), transvenous pacer leads (right atrial/ventricular)",1
support devices,right-sided pic line in mid atrium,1
support devices,oropharynx,1
support devices,"sternal wires and pacemaker leads (right atrium, right ventricular anterior wall)",1
support devices,right internal jugular central venous line and endotracheal tube tip 1 cm from carina,1
support devices,"right supraclavicular, 7 cm below carina",1
support devices,"nasogastric tube (tip over middle stomach), right picc line",1
support devices,"nasogastric tube (normal course, tip at proximal stomach)",1
support devices,mid chest,1
support devices,several vertebral bodies,1
support devices,right upper lobe and left side,1
support devices,endotracheal tube and right internal jugular line,1
support devices,left upper atrium,1
support devices,6.6 cm from carina,1
support devices,"nasogastric tube (proximal stomach), right external jugular vascular catheter",1
support devices,left basilar chest tube,1
support devices,"nasogastric tube, distal esophagus",1
support devices,right pic line in mid svc,1
support devices,"et tube in satisfactory position, ng tube below diaphragm",1
support devices,"et tube in standard placement, upper enteric drainage tube in stomach",1
support devices,"orogastric tube (tip beyond the film, side port in the stomach)",1
support devices,mid-to-lower thoracic esophagus,1
support devices,"et tube (4cm above carinal), right internal jugular line (cavoatrial junction), duct cough tube (stomach)",1
support devices,"left internal jugular central line, left picc line, endotracheal tube, feeding tube",1
support devices,right subclavian line ending in low svc,1
support devices,"right internal jugular vein (tip at low svc), inferior vena cava",1
support devices,"thoracic inlet, low svc, mid stomach",1
support devices,"et tube, right internal jugular line, nasogastric tube in standard placements",1
support devices,right tracheobronchial system,1
support devices,pulmonic valve region and left pectoral region,1
support devices,left subclavian pacer line to right ventricular apex,1
support devices,"right picc line tip above cavoatrial junction, right ij catheter removed",1
support devices,"left picc, ng tube below diaphragm",1
support devices,"right subclavian line, low in svc",1
support devices,stomach fundus near gastroesophageal junction,1
support devices,right supraclavicular central venous catheter (tip in low svc),1
support devices,"endotracheal tube 1.0 cm above carina, nasoenteric tube in distal esophagus",1
support devices,esophagus or ge junction,1
support devices,"et tube (3 cm above carina), ng tube (stomach), bilateral internal jugular lines",1
support devices,right pleural drainage catheter,1
support devices,"mid esophagus to upper stomach, right atrium, left pectoral to distal right ventricle",1
support devices,"right atrial, low left ventricular, right ventricular",1
support devices,"right internal jugular central line (tip in svc), feeding tube below diaphragm",1
support devices,right picc line terminating in mid svc,1
support devices,"nasogastric tube below diaphragm, endotracheal tube",1
support devices,nasogastric tube tip in middle stomach,1
support devices,"endotracheal tube (tip ~4.3cm above carina), nasogastric tube (into stomach), pacer device (right ventricle)",1
support devices,"stomach, ge junction",1
support devices,"right pic line (superior cavoatrial junction), et tube (standard placement), nasogastric drainage tube (upper stomach)",1
support devices,right chest tubes,1
support devices,"right internal jugular vein, left pectoral region",1
support devices,"left picc line in azygos vein, endotracheal tube above carina",1
support devices,beneath the diaphragm over the stomach,1
support devices,et tube tip 7.7 cm from carina,1
support devices,pacemaker and right port-a-cath,1
support devices,et tube tip 6cm above carina; ng tube tip in proximal stomach,1
support devices,mid to upper body of the stomach,1
support devices,"left picc line, mid to low svc",1
support devices,"right chest tube, side-hole close to lateral intercostal plane",1
support devices,"right subclavian central line, right chest tube, endotracheal tube tip ~4cm above carina",1
support devices,"right atrium, upper svc",1
support devices,"left subclavian, cavoatrial junction",1
support devices,et tube 1.5 cm from carina,1
support devices,right distal subclavian vein,1
support devices,"left subclavian catheter tip at cavoatrial junction, tracheostomy tube in standard position, left basal chest tube in place, enteric tubes in unchanged position",1
support devices,"below the diaphragm, within stomach or posterior duodenum",1
support devices,7.5 cm from carina,1
support devices,distal dobhoff tube over gastric body,1
support devices,"endotracheal tube 3.4 cm above carina, enteric tube in stomach region",1
support devices,first rib,1
support devices,left apical region,1
support devices,left ventricular assisting device and pacemaker defibrillator setup,1
support devices,right-sided picc tip in the azygos,1
support devices,mid esophagus to upper stomach,1
support devices,mid stomach (feeding tube),1
support devices,picc line tip at upper svc,1
support devices,atrial,1
support devices,"left side, distal tip in right atrium",1
support devices,"right internal jugular catheter, cavoatrial junction",1
support devices,"endotracheal tube (tip ~3.6cm above carina), nasogastric tube (to lower stomach)",1
support devices,left upper quadrant and mid abdomen,1
support devices,right internal jugular central venous catheter tip at the junction of the svc and right atrium,1
support devices,left pic line in svc,1
support devices,"right pectoral, right shoulder",1
support devices,right-sided central venous catheter terminates in upper to mid svc,1
support devices,"nasogastric tube tip at distal stomach, side hole at gastroesophageal junction",1
support devices,"endotracheal tube tip near carina, left-sided central venous catheter tip in distal brachiocephalic/upper svc",1
support devices,"et tube in standard placement, nasogastric tube into stomach, esophageal probe at gastroesophageal junction, right jugular line at superior cavoatrial junction",1
support devices,"multiple sites (et tube, ng tube, right jugular line, left pic line, wire)",1
support devices,"endotracheal tube above upper clavicle margin, nasogastric tubing in upper midline",1
support devices,"left chest, right ventricle anterior inferior wall",1
support devices,left pacemaker with transvenous leads in ra and rv,1
support devices,"nasogastric tube tip in lower stomach body, right picc line in right atrium",1
support devices,"nasogastric tube in distal stomach, right jugular line in low svc",1
support devices,terminating in uppermost part of right atrium,1
support devices,right internal jugular vein to mid svc,1
support devices,"second portion of duodenum (feeding tube), stomach and mid esophagus (ng tube)",1
support devices,gastric,1
support devices,"right lower hemithorax, left base to left hilus, right atrium",1
support devices,distal esophagus (enteric tube side port),1
support devices,"ng tube, gastric body",1
support devices,right chest port catheter tip in upper to mid svc,1
support devices,right port-a-cath in low svc/cavoatrial junction,1
support devices,right ij central venous catheter (mid svc),1
support devices,right picc line tip in mid svc,1
support devices,pectus repair area,1
support devices,right internal jugular vein catheter and sternal wires,1
support devices,"mid svc, left thorax, sternum",1
support devices,"right internal jugular, bilateral shoulders",1
support devices,right subclavian line in upper svc,1
support devices,right subclavian picc line tip in mid svc,1
support devices,left upper zone,1
support devices,right subclavian line tip at lower svc,1
support devices,right upper thoracic,1
support devices,"et tube in standard position, right internal jugular line in low svc, upper enteric drainage tube in upper stomach",1
support devices,5 cm above carina,1
support devices,"endotracheal tube tip ~3.5cm from carina, nasogastric tube in stomach",1
support devices,"trachea (upper margin of clavicles), left bronchus (carina to left upper lobe bronchus origin), right bronchus (bronchus intermedius to basal trunk bronchus)",1
support devices,"upper margin of clavicles, 6 cm above carina",1
support devices,beyond the level of the esophagogastric junction,1
support devices,endotracheal tube 4 cm above carina,1
support devices,lower superior vena cava near right atrium junction,1
support devices,below diaphragms (beyond field of view),1
support devices,right central venous catheter in small mediastinal vein,1
support devices,"left-sided aicd, right ventricle",1
support devices,right internal jugular-subclavian veins junction,1
support devices,2.3 cm from carina,1
support devices,"et tube appropriately positioned, ng tube in left upper abdomen",1
support devices,left-sided picc terminating in mid svc,1
support devices,appropriately positioned endotracheal tube,1
support devices,"right brachiocephalic vein, just above svc",1
support devices,"et tube in standard position, ng tube below diaphragm",1
support devices,et tube (adequate position),1
support devices,"endotracheal tube tip 6.4 cm from carina, enteric tube side port at ge junction region",1
support devices,"endotracheal tube, right internal jugular line, upper enteric drainage tube",1
support devices,"et tube, 4.7 cm from carina",1
support devices,left pic line at origin of svc,1
support devices,left svc/right atrial junction,1
support devices,"et tube appropriate position, ng tube tip gastric fundus",1
support devices,right internal jugular central venous line terminating at mid to distal svc,1
support devices,"ng tube (tip: proximal stomach, side hole: distal esophagus)",1
support devices,right chest tube and left-sided pacer,1
support devices,right port-a-cath and left subclavian,1
support devices,"right picc line, right internal jugular vein catheter, feeding tube",1
support devices,right pic line (axilla),1
support devices,"right internal jugular central line, left internal jugular central line, nasogastric tube",1
support devices,right picc tip at mid svc,1
support devices,gastric lumen,1
support devices,endotracheal tube at upper clavicle margin; enteric drainage tube in stomach,1
support devices,"et tube above carina, swan-ganz catheter at right ventricular outflow tract, left chest tube, drains at mediastinum",1
support devices,vertebral stabilization device,1
support devices,endotracheal tube (too low),1
support devices,dobbhoff catheter tip over middle stomach,1
support devices,right subclavian picc line,1
support devices,"et tube appropriately positioned, enteric tube in stomach",1
support devices,"ivc, cavoatrial junction and distal svc",1
support devices,right cavoatrial junction (picc tip),1
support devices,adjacent to carina,1
support devices,low esophagus and upper right atrium,1
support devices,"endotracheal tube (standard placement), upper enteric drainage tube (stomach)",1
support devices,"mid to lower thoracic esophagus, stomach",1
support devices,"endotracheal tube tip ~3.5cm above carina, nasogastric tube to upper stomach",1
support devices,right jugular to thoracic inlet,1
support devices,"et tube 3.5cm above carina, ng tube in mid stomach",1
support devices,right jugular line (upper right atrium near superior cavoatrial junction),1
support devices,right brachiocephalic vein (picc line),1
support devices,intrapericardial right pulmonary artery,1
support devices,"et tube in standard position, upper enteric drainage tube at pylorus region",1
support devices,orogastric tube tip in fundus,1
support devices,right-sided port-a-cath tip at mid svc,1
support devices,"endotracheal tube below thoracic inlet, upper enteric tube in upper stomach, right subclavian line in mid-to-low svc",1
support devices,right supraclavicular to low svc central venous port,1
support devices,"standard placement of et, ng and r ij lines",1
support devices,left central venous catheter,1
support devices,lower esophagus (nasogastric tube),1
support devices,right-sided cavoatrial junction,1
support devices,right picc tip in upper right atrium,1
support devices,near mouth or nose,1
support devices,"right port-a-cath, mid portion of svc",1
support devices,past the diaphragm,1
support devices,"sternotomy wires, pacemaker defibrillator lead (right ventricle)",1
support devices,"tracheostomy tube tip 4.5cm above carina, right internal jugular central line, nasogastric tube",1
support devices,"nasogastric tube, left picc line",1
support devices,proximal right atrium near cavoatrial junction,1
